file_name,chunk_id,text
"Bharatiya Sakshya Adhiniyam, 2023.pdf",117,". (2) All other documents except the documents referred to in sub-section (1) are private. 75. Every public officer having the custody of a public document, which any person has a right to inspect, shall give that person on demand a copy of it on payment of the legal fees therefor, together with a certificate written at the foot of such copy that it is a true copy of such document or part thereof, as the case may be, and such certificate shall be dated and subscribed by such officer with his name and his official title, and shall be sealed, whenever such officer is authorised by law to make use of a seal; and such copies so certified shall be called certified copies. Admission of execution by party to attested document. Proof when attesting witness denies execution. Proof of document not required by law to be attested. Comparison of signature, writing or seal with others admitted or proved. Proof as to verification of digital signature. Public and private documents"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",118,". Proof as to verification of digital signature. Public and private documents. Certified copies of public documents. Sec. 1] THE GAZETTE OF INDIA EXTRAORDINARY 25 _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ Explanation.—Any officer who, by the ordinary course of official duty, is authorised to deliver such copies, shall be deemed to have the custody of such documents within the meaning of this section. 76. Such certified copies may be produced in proof of the contents of the public documents or parts of the public documents of which they purport to be copies. 77"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",119,". The following public documents may be proved as follows:— (a)Acts, orders or notifications of the Central Government in any of its Ministries and Departments or of any State Government or any Department of any State Government or Union territoryAdministration— (i) by the records of the Departments, certified by the head of those Departments respectively; or (ii) by any document purporting to be printed by order of any such Government; (b) the proceedings of Parliament or a State Legislature, by the journals of those bodies respectively, or by published Acts or abstracts, or by copies purporting to be printed by order of the Government concerned; (c) proclamations, orders or Regulations issued by the President of India or the Governor of a State or theAdministrator or Lieutenant Governor of a Union territory, by copies or extracts contained in the Official Gazette; (d) the Acts of the Executive or the proceedings of the Legislature of a foreign country, by journals published by their"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",120,"or the proceedings of the Legislature of a foreign country, by journals published by their authority, or commonly received in that country as such, or by a copy certified under the seal of the country or sovereign, or by a recognition thereof in any Central Act; (e) the proceedings of a municipal or local body in a State, by a copy of such proceedings, certified by the legal keeper thereof, or by a printed book purporting to be published by the authority of such body; (f) public documents of any other class in a foreign country, by the original or by a copy certified by the legal keeper thereof, with a certificate under the seal of a Notary Public, or of an Indian Consul or diplomatic agent, that the copy is duly certified by the officer having the legal custody of the original, and upon proof of the character of the document according to the law of the foreign country"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",121,". Presumptions as to documents 78. (1) The Court shall presume to be genuine every document purporting to be a certificate, certified copy or other document, which is by law declared to be admissible as evidence of any particular fact and which purports to be duly certified by any officer of the Central Government or of a State Government: Provided that such document is substantially in the form and purports to be executed in the manner directed by law in that behalf. (2) The Court shall also presume that any officer by whom any such document purports to be signed or certified, held, when he signed it, the official character which he claims in such paper. 79"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",122,". 79. Whenever any document is produced before any Court, purporting to be a record or memorandum of the evidence, or of any part of the evidence, given by a witness in a judicial proceeding or before any officer authorised by law to take such evidence or to be a statement or confession by any prisoner or accused person, taken in accordance with law, Proof of documents by production of certified copies. Proof of other official documents. Presumption as to genuineness of certified copies. Presumption as to documents produced as record of evidence, etc"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",123,". Presumption as to documents produced as record of evidence, etc. 26 THE GAZETTE OF INDIA EXTRAORDINARY [Part II— _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ and purporting to be signed by any Judge or Magistrate, or by any such officer as aforesaid, the Court shall presume that— (i) the document is genuine; (ii) any statements as to the circumstances under which it was taken, purporting to be made by the person signing it, are true; and (iii) such evidence, statement or confession was duly taken. 80"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",124,". 80. The Court shall presume the genuineness of every document purporting to be the Official Gazette, or to be a newspaper or journal, and of every document purporting to be a document directed by any law to be kept by any person, if such document is kept substantially in the form required by law and is produced from proper custody. Explanation.—For the purposes of this section and section 92, document is said to be in proper custody if it is in the place in which, and looked after by the person with whom such document is required to be kept; but no custody is improper if it is proved to have had a legitimate origin, or if the circumstances of the particular case are such as to render that origin probable. 81"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",125,". 81. The Court shall presume the genuineness of every electronic or digital record purporting to be the Official Gazette, or purporting to be electronic or digital record directed by any law to be kept by any person, if such electronic or digital record is kept substantially in the form required by law and is produced from proper custody. Explanation.—For the purposes of this section and section 93 electronic records are said to be in proper custody if they are in the place in which, and looked after by the person with whom such document is required to be kept; but no custody is improper if it is proved to have had a legitimate origin, or the circumstances of the particular case are such as to render that origin probable. 82. The Court shall presume that maps or plans purporting to be made by the authority of the Central Government or any State Government were so made, and are accurate; but maps or plans made for the purposes of any cause must be proved to be accurate. 83"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",126,". 83. The Court shall presume the genuineness of, every book purporting to be printed or published under the authority of the Government of any country, and to contain any of the laws of that country, and of every book purporting to contain reports of decisions of the Courts of such country. 84. The Court shall presume that every document purporting to be a power-of-attorney, and to have been executed before, and authenticated by, a Notary Public, or any Court, Judge, Magistrate, Indian Consul or Vice-Consul, or representative of the Central Government, was so executed and authenticated. 85. The Court shall presume that every electronic record purporting to be an agreement containing the electronic or digital signature of the parties was so concluded by affixing the electronic or digital signature of the parties. 86"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",127,". 86. (1) In any proceeding involving a secure electronic record, the Court shall presume unless contrary is proved, that the secure electronic record has not been altered since the specific point of time to which the secure status relates. (2) In any proceeding, involving secure electronic signature, the Court shall presume unless the contrary is proved that— (a) the secure electronic signature is affixed by subscriber with the intention of signing or approving the electronic record; (b) except in the case of a secure electronic record or a secure electronic signature, nothing in this section shall create any presumption, relating to authenticity and integrity of the electronic record or any electronic signature. Presumption as to Gazettes, newspapers, and other documents. Presumption as to Gazettes in electronic or digital record. Presumption as to maps or plans made by authority of Government. Presumption as to collections of laws and reports of decisions"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",128,". Presumption as to collections of laws and reports of decisions. Presumption as to powers- of-attorney. Presumption as to electronic agreements. Presumption as to electronic records and electronic signatures. Sec. 1] THE GAZETTE OF INDIA EXTRAORDINARY 27 _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ 87. The Court shall presume, unless contrary is proved, that the information listed in an Electronic Signature Certificate is correct, except for information specified as subscriber information which has not been verified, if the certificate was accepted by the subscriber. 88"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",129,". 88. (1) The Court may presume that any document purporting to be a certified copy of any judicial record of any country beyond India is genuine and accurate, if the document purports to be certified in any manner which is certified by any representative of the Central Government in or for such country to be the manner commonly in use in that country for the certification of copies of judicial records. (2) An officer who, with respect to any territory or place outside India is a Political Agent therefor, as defined in clause (43) of section 3 of the General ClausesAct, 1897, shall, for the purposes of this section, be deemed to be a representative of the Central Government in and for the country comprising that territory or place. 89"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",130,". 89. The Court may presume that any book to which it may refer for information on matters of public or general interest, and that any published map or chart, the statements of which are relevant facts, and which is produced for its inspection, was written and published by the person, and at the time and place, by whom or at which it purports to have been written or published. 90. The Court may presume that an electronic message, forwarded by the originator through an electronic mail server to the addressee to whom the message purports to be addressed corresponds with the message as fed into his computer for transmission; but the Court shall not make any presumption as to the person by whom such message was sent. 91. The Court shall presume that every document, called for and not produced after notice to produce, was attested, stamped and executed in the manner required by law. 92"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",131,". 92. Where any document, purporting or proved to be thirty years old, is produced from any custody which the Court in the particular case considers proper, the Court may presume that the signature and every other part of such document, which purports to be in the handwriting of any particular person, is in that person's handwriting, and, in the case of a document executed or attested, that it was duly executed and attested by the persons by whom it purports to be executed and attested. Explanation.—The Explanation to section 80 shall also apply to this section. Illustrations. (a) A has been in possession of landed property for a long time. He produces from his custody deeds relating to the land showing his titles to it. The custody shall be proper. (b) A produces deeds relating to landed property of which he is the mortgagee. The mortgagor is in possession. The custody shall be proper"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",132,". The mortgagor is in possession. The custody shall be proper. (c) A, a connection of B, produces deeds relating to lands in B's possession, which were deposited with him by B for safe custody. The custody shall be proper. 93. Where any electronic record, purporting or proved to be five years old, is produced from any custody which the Court in the particular case considers proper, the Court may presume that the electronic signature which purports to be the electronic signature of any particular person was so affixed by him or any person authorised by him in this behalf. Explanation.—The Explanation to section 81 shall also apply to this section. Presumption as to Electronic Signature Certificates. Presumption as to certified copies of foreign judicial records. Presumption as to books, maps and charts. Presumption as to electronic messages. Presumption as to due execution, etc., of documents not produced. Presumption as to documents thirty years old"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",133,"., of documents not produced. Presumption as to documents thirty years old. Presumption as to electronic records five years old. 10 of 1897. 28 THE GAZETTE OF INDIA EXTRAORDINARY [Part II— _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ CHAPTER VI OF THE EXCLUSION OF ORAL EVIDENCE BY DOCUMENTARY EVIDENCE 94"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",134,". When the terms of a contract, or of a grant, or of any other disposition of property, have been reduced to the form of a document, and in all cases in which any matter is required by law to be reduced to the form of a document, no evidence shall be given in proof of the terms of such contract, grant or other disposition of property, or of such matter, except the document itself, or secondary evidence of its contents in cases in which secondary evidence is admissible under the provisions hereinbefore contained. Exception 1.—When a public officer is required by law to be appointed in writing, and when it is shown that any particular person has acted as such officer, the writing by which he is appointed need not be proved. Exception 2.—Wills admitted to probate in India may be proved by the probate. Explanation 1"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",135,". Exception 2.—Wills admitted to probate in India may be proved by the probate. Explanation 1.—This section applies equally to cases in which the contracts, grants or dispositions of property referred to are contained in one document, and to cases in which they are contained in more documents than one. Explanation 2.—Where there are more originals than one, one original only need be proved. Explanation 3.—The statement, in any document whatever, of a fact other than the facts referred to in this section, shall not preclude the admission of oral evidence as to the same fact. Illustrations. (a) If a contract be contained in several letters, all the letters in which it is contained must be proved. (b) If a contract is contained in a bill of exchange, the bill of exchange must be proved. (c) If a bill of exchange is drawn in a set of three, one only need be proved. (d) A contracts, in writing, with B, for the delivery of indigo upon certain terms"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",136,". (d) A contracts, in writing, with B, for the delivery of indigo upon certain terms. The contract mentions the fact that B had paidAthe price of other indigo contracted for verbally on another occasion. Oral evidence is offered that no payment was made for the other indigo. The evidence is admissible. (e) A gives B a receipt for money paid by B. Oral evidence is offered of the payment. The evidence is admissible. 95"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",137,". Oral evidence is offered of the payment. The evidence is admissible. 95. When the terms of any such contract, grant or other disposition of property, or any matter required by law to be reduced to the form of a document, have been proved according to section 94, no evidence of any oral agreement or statement shall be admitted, as between the parties to any such instrument or their representatives in interest, for the purpose of contradicting, varying, adding to, or subtracting from, its terms: Provided that any fact may be proved which would invalidate any document, or which would entitle any person to any decree or order relating thereto; such as fraud, intimidation, illegality, want of due execution, want of capacity in any contracting party, want or failure of consideration, or mistake in fact or law: Provided further that the existence of any separate oral agreement as to any matter on which a document is silent, and which is not inconsistent with its terms, may be proved"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",138,". In considering whether or not this proviso applies, the Court shall have regard to the degree of formality of the document: Provided also that the existence of any separate oral agreement, constituting a condition precedent to the attaching of any obligation under any such contract, grant or disposition of property, may be proved: Provided also that the existence of any distinct subsequent oral agreement to rescind or modify any such contract, grant or disposition of property, may be proved, except in Evidence of terms of contracts, grants and other dispositions of property reduced to form of document. Exclusion of evidence of oral agreement. Sec"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",139,". 1] THE GAZETTE OF INDIA EXTRAORDINARY 29 _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ cases in which such contract, grant or disposition of property is by law required to be in writing, or has been registered according to the law in force for the time being as to the registration of documents: Provided also that any usage or custom by which incidents not expressly mentioned in any contract are usually annexed to contracts of that description, may be proved: Provided also that the annexing of such incident would not be repugnant to, or inconsistent with, the express terms of the contract: Provided also that any fact may be proved which shows in what manner the language of a"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",140,contract: Provided also that any fact may be proved which shows in what manner the language of a document is related to existing facts
"Bharatiya Sakshya Adhiniyam, 2023.pdf",141,". Illustrations. (a) A policy of insurance is effected on goods ""in ships from Kolkata to Visakhapatnam"". The goods are shipped in a particular ship which is lost. The fact that particular ship was orally excepted from the policy, cannot be proved. (b) A agrees absolutely in writing to pay B one thousand rupees on the 1st March, 2023. The fact that, at the same time, an oral agreement was made that the money should not be paid till the 31st March, 2023, cannot be proved. (c) An estate called ""the Rampur tea estate"" is sold by a deed which contains a map of the property sold. The fact that land not included in the map had always been regarded as part of the estate and was meant to pass by the deed cannot be proved. (d) A enters into a written contract with B to work certain mines, the property of B, upon certain terms. A was induced to do so by a misrepresentation of B's as to their value. This fact may be proved"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",142,". A was induced to do so by a misrepresentation of B's as to their value. This fact may be proved. (e) A institutes a suit against B for the specific performance of a contract, and also prays that the contract may be reformed as to one of its provisions, as that provision was inserted in it by mistake.Amay prove that such a mistake was made as would by law entitle him to have the contract reformed. (f) A orders goods of B by a letter in which nothing is said as to the time of payment, and accepts the goods on delivery. B sues A for the price. A may show that the goods were supplied on credit for a term still unexpired. (g) A sells B a horse and verbally warrants him sound. A gives B a paper in these words—""Bought ofAa horse for thirty thousand rupees"". B may prove the verbal warranty. (h) A hires lodgings of B, and gives B a card on which is written—""Rooms, ten thousand rupees a month"". A may prove a verbal agreement that these terms were to include partial board"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",143,". A may prove a verbal agreement that these terms were to include partial board. A hires lodging of B for a year, and a regularly stamped agreement, drawn up by an advocate, is made between them. It is silent on the subject of board.A may not prove that board was included in the term verbally. (i) A applies to B for a debt due to A by sending a receipt for the money. B keeps the receipt and does not send the money. In a suit for the amount, A may prove this. (j) A and B make a contract in writing to take effect upon the happening of a certain contingency. The writing is left with B who suesA upon it. A may show the circumstances under which it was delivered. 96. When the language used in a document is, on its face, ambiguous or defective, evidence may not be given of facts which would show its meaning or supply its defects. Illustrations. (a) A agrees, in writing, to sell a horse to B for ""one lakh rupees or one lakh fifty thousand rupees"""
"Bharatiya Sakshya Adhiniyam, 2023.pdf",144,". Evidence cannot be given to show which price was to be given. (b) A deed contains blanks. Evidence cannot be given of facts which would show how they were meant to be filled. Exclusion of evidence to explain or amend ambiguous document. 30 THE GAZETTE OF INDIA EXTRAORDINARY [Part II— _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ 97. When language used in a document is plain in itself, and when it applies accurately to existing facts, evidence may not be given to show that it was not meant to apply to such facts. Illustration. Asells to B, by deed, ""my estate at Rampur containing one hundred bighas"".Ahas an estate at Rampur containing one hundred bighas"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",145,".Ahas an estate at Rampur containing one hundred bighas. Evidence may not be given of the fact that the estate meant to be sold was one situated at a different place and of a different size. 98. When language used in a document is plain in itself, but is unmeaning in reference to existing facts, evidence may be given to show that it was used in a peculiar sense. Illustration. A sells to B, by deed, ""my house in Kolkata"". A had no house in Kolkata, but it appears that he had a house at Howrah, of which B had been in possession since the execution of the deed. These facts may be proved to show that the deed related to the house at Howrah. 99. When the facts are such that the language used might have been meant to apply to any one, and could not have been meant to apply to more than one, of several persons or things, evidence may be given of facts which show which of those persons or things it was intended to apply to. Illustrations"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",146,". Illustrations. (a) A agrees to sell to B, for one thousand rupees, ""my white horse"". A has two white horses. Evidence may be given of facts which show which of them was meant. (b) A agrees to accompany B to Ramgarh. Evidence may be given of facts showing whether Ramgarh in Rajasthan or Ramgarh in Uttarakhand was meant. 100. When the language used applies partly to one set of existing facts, and partly to another set of existing facts, but the whole of it does not apply correctly to either, evidence may be given to show to which of the two it was meant to apply. Illustration. A agrees to sell to B ""my land at X in the occupation of Y"". A has land at X, but not in the occupation of Y, and he has land in the occupation of Y but it is not at X. Evidence may be given of facts showing which he meant to sell. 101"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",147,". Evidence may be given of facts showing which he meant to sell. 101. Evidence may be given to show the meaning of illegible or not commonly intelligible characters, of foreign, obsolete, technical, local and regional expressions, of abbreviations and of words used in a peculiar sense. Illustration. A, sculptor, agrees to sell to B, ""all my mods"".Ahas both models and modelling tools. Evidence may be given to show which he meant to sell. 102. Persons who are not parties to a document, or their representatives in interest, may give evidence of any facts tending to show a contemporaneous agreement varying the terms of the document. Illustration. A and B make a contract in writing that B shall sell A certain cotton, to be paid for on delivery. At the same time, they make an oral agreement that three months’ credit shall be given to A. This could not be shown as between A and B, but it might be shown by C, if it affected his interests. 103"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",148,". 103. Nothing in this Chapter shall be taken to affect any of the provisions of the Indian Succession Act, 1925 as to the construction of wills. Exclusion of evidence against application of document to existing facts. Evidence as to document unmeaning in reference to existing facts. Evidence as to application of language which can apply to one only of several persons. Evidence as to application of language to one of two sets of facts, to neither of which the whole correctly applies. Evidence as to meaning of illegible characters, etc. Saving of provisions of Indian Succession Act relating to wills. Who may give evidence of agreement varying terms of document. 39 of 1925. Sec"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",149,". Who may give evidence of agreement varying terms of document. 39 of 1925. Sec. 1] THE GAZETTE OF INDIA EXTRAORDINARY 31 _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ PARTIV PRODUCTION AND EFFECT OF EVIDENCE CHAPTERVII OF THE BURDEN OF PROOF 104. Whoever desires any Court to give judgment as to any legal right or liability dependent on the existence of facts which he asserts must prove that those facts exist, and when a person is bound to prove the existence of any fact, it is said that the burden of proof lies on that person. Illustrations. (a) A desires a Court to give judgment that B shall be punished for a crime which A says B has committed"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",150,". A must prove that B has committed the crime. (b) A desires a Court to give judgment that he is entitled to certain land in the possession of B, by reason of facts which he asserts, and which B denies, to be true.Amust prove the existence of those facts. 105. The burden of proof in a suit or proceeding lies on that person who would fail if no evidence at all were given on either side. Illustrations. (a) A sues B for land of which B is in possession, and which, as A asserts, was left to Aby the will of C, B's father. If no evidence were given on either side, B would be entitled to retain his possession. Therefore, the burden of proof is on A. (b) A sues B for money due on a bond. The execution of the bond is admitted, but B says that it was obtained by fraud, whichAdenies. If no evidence were given on either side, A would succeed, as the bond is not disputed and the fraud is not proved. Therefore, the burden of proof is on B. 106"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",151,". Therefore, the burden of proof is on B. 106. The burden of proof as to any particular fact lies on that person who wishes the Court to believe in its existence, unless it is provided by any law that the proof of that fact shall lie on any particular person. Illustration. A prosecutes B for theft, and wishes the Court to believe that B admitted the theft to C. A must prove the admission. B wishes the Court to believe that, at the time in question, he was elsewhere. He must prove it. 107. The burden of proving any fact necessary to be proved in order to enable any person to give evidence of any other fact is on the person who wishes to give such evidence. Illustrations. (a) A wishes to prove a dying declaration by B. A must prove B's death. (b) A wishes to prove, by secondary evidence, the contents of a lost document. A must prove that the document has been lost. 108"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",152,". A must prove that the document has been lost. 108. When a person is accused of any offence, the burden of proving the existence of circumstances bringing the case within any of the General Exceptions in the Bharatiya Nyaya Sanhita, 2023 or within any special exception or proviso contained in any other part of the said Sanhita, or in any law defining the offence, is upon him, and the Court shall presume the absence of such circumstances. Burden of proof. On whom burden of proof lies. Burden of proof as to particular fact. Burden of proving fact to be proved to make evidence admissible. Burden of proving that case of accused comes within exceptions"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",153,". Burden of proving that case of accused comes within exceptions. 32 THE GAZETTE OF INDIA EXTRAORDINARY [Part II— _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ Illustrations. (a) A, accused of murder, alleges that, by reason of unsoundness of mind, he did not know the nature of the act. The burden of proof is on A. (b) A, accused of murder, alleges that, by grave and sudden provocation, he was deprived of the power of self-control. The burden of proof is on A. (c) Section 117 of the Bharatiya Nyaya Sanhita, 2023 provides that whoever, except in the case provided for by sub-section (2) of section 122, voluntarily causes grievous hurt, shall be subject to certain punishments"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",154,".Ais charged with voluntarily causing grievous hurt under section 117. The burden of proving the circumstances bringing the case under sub-section (2) of section 122 lies on A. 109. When any fact is especially within the knowledge of any person, the burden of proving that fact is upon him. Illustrations. (a) When a person does an act with some intention other than that which the character and circumstances of the act suggest, the burden of proving that intention is upon him. (b) A is charged with travelling on a railway without a ticket. The burden of proving that he had a ticket is on him. 110. When the question is whether a man is alive or dead, and it is shown that he was alive within thirty years, the burden of proving that he is dead is on the person who affirms it. 111"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",155,". 111. When the question is whether a man is alive or dead, and it is proved that he has not been heard of for seven years by those who would naturally have heard of him if he had been alive, the burden of proving that he is alive is shifted to the person who affirms it. 112. When the question is whether persons are partners, landlord and tenant, or principal and agent, and it has been shown that they have been acting as such, the burden of proving that they do not stand, or have ceased to stand, to each other in those relationships respectively, is on the person who affirms it. 113. When the question is whether any person is owner of anything of which he is shown to be in possession, the burden of proving that he is not the owner is on the person who affirms that he is not the owner. 114"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",156,". 114. Where there is a question as to the good faith of a transaction between parties, one of whom stands to the other in a position of active confidence, the burden of proving the good faith of the transaction is on the party who is in a position of active confidence. Illustrations. (a) The good faith of a sale by a client to an advocate is in question in a suit brought by the client. The burden of proving the good faith of the transaction is on the advocate. (b) The good faith of a sale by a son just come of age to a father is in question in a suit brought by the son. The burden of proving the good faith of the transaction is on the father. Burden of proving fact especially within knowledge. Burden of proving death of person known to have been alive within thirty years. Burden of proving that person is alive who has not been heard of for seven years. Burden of proof as to relationship in the cases of partners, landlord and tenant, principal and agent. Burden of proof as to ownership"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",157,. Burden of proof as to ownership. Proof of good faith in transactions where one party is in relation of active confidence. Sec. 1] THE GAZETTE OF INDIA EXTRAORDINARY 33 _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ 115
"Bharatiya Sakshya Adhiniyam, 2023.pdf",158,". (1) Where a person is accused of having committed any offence specified in sub-section (2), in— (a) any area declared to be a disturbed area under any enactment for the time being in force, making provision for the suppression of disorder and restoration and maintenance of public order; or (b) any area in which there has been, over a period of more than one month, extensive disturbance of the public peace, and it is shown that such person had been at a place in such area at a time when firearms or explosives were used at or from that place to attack or resist the members of any armed forces or the forces charged with the maintenance of public order acting in the discharge of their duties, it shall be presumed, unless the contrary is shown, that such person had committed such offence"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",159,". (2) The offences referred to in sub-section (1) are the following, namely:— (a) an offence under section 147, section 148, section 149 or section 150 of the Bharatiya Nyaya Sanhita, 2023; (b) criminal conspiracy or attempt to commit, or abetment of, an offence under section 149 or section 150 of the Bharatiya Nyaya Sanhita, 2023. 116. The fact that any person was born during the continuance of a valid marriage between his mother and any man, or within two hundred and eighty days after its dissolution, the mother remaining unmarried, shall be conclusive proof that he is the legitimate child of that man, unless it can be shown that the parties to the marriage had no access to each other at any time when he could have been begotten. 117"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",160,". 117. When the question is whether the commission of suicide by a woman had been abetted by her husband or any relative of her husband and it is shown that she had committed suicide within a period of seven years from the date of her marriage and that her husband or such relative of her husband had subjected her to cruelty, the Court may presume, having regard to all the other circumstances of the case, that such suicide had been abetted by her husband or by such relative of her husband. Explanation.—For the purposes of this section, ""cruelty"" shall have the same meaning as in section 86 of the Bharatiya Nyaya Sanhita, 2023. 118. When the question is whether a person has committed the dowry death of a woman and it is shown that soon before her death, such woman had been subjected by such person to cruelty or harassment for, or in connection with, any demand for dowry, the Court shall presume that such person had caused the dowry death. Explanation"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",161,". Explanation.—For the purposes of this section, ""dowry death"" shall have the same meaning as in section 80 of the Bharatiya Nyaya Sanhita, 2023. 119. (1) The Court may presume the existence of any fact which it thinks likely to have happened, regard being had to the common course of natural events, human conduct and public and private business, in their relation to the facts of the particular case. Illustrations. The Court may presume that— (a) a man who is in possession of stolen goods soon, after the theft is either the thief or has received the goods knowing them to be stolen, unless he can account for his possession; (b) an accomplice is unworthy of credit, unless he is corroborated in material particulars; Presumption as to certain offences. Birth during marriage, conclusive proof of legitimacy. Presumption as to abetment of suicide by a married woman. Presumption as to dowry death. Court may presume existence of certain facts"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",162,". 34 THE GAZETTE OF INDIA EXTRAORDINARY [Part II— _________________________________________________________ _________________________________________________________ _________________________________________________________ _______________________________________________________________ ___________________________________________________________ __________________________________________________________ (c) a bill of exchange, accepted or endorsed, was accepted or endorsed for good consideration; (d) a thing or state of things which has been shown to be in existence within a period shorter than that within which such things or state of things usually cease to exist, is still in existence; (e) judicial and official acts have been regularly performed; (f) the common course of business has been followed in particular cases; (g) evidence which could be and is not produced would, if produced, be unfavourable to the person who withholds it; (h) if a man refuses to answer a question which he"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",163,"be unfavourable to the person who withholds it; (h) if a man refuses to answer a question which he is not compelled to answer by law, the answer, if given, would be unfavourable to him; (i) when a document creating an obligation is in the hands of the obligor, the obligation has been discharged"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",164,". (2) The Court shall also have regard to such facts as the following, in considering whether such maxims do or do not apply to the particular case before it:— (i) as to Illustration (a)—a shop-keeper has in his bill a marked rupee soon after it was stolen, and cannot account for its possession specifically, but is continually receiving rupees in the course of his business; (ii) as to Illustration (b)—A, a person of the highest character, is tried for causing a man's death by an act of negligence in arranging certain machinery. B, a person of equally good character, who also took part in the arrangement, describes precisely what was done, and admits and explains the common carelessness of Aand himself; (iii) as to Illustration (b)—a crime is committed by several persons.A, B and C, three of the criminals, are captured on the spot and kept apart from each other"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",165,".A, B and C, three of the criminals, are captured on the spot and kept apart from each other. Each gives an account of the crime implicating D, and the accounts corroborate each other in such a manner as to render previous concert highly improbable; (iv) as to Illustration (c)—A, the drawer of a bill of exchange, was a man of business. B, the acceptor, was a young and ignorant person, completely under A's influence; (v) as to Illustration (d)—it is proved that a river ran in a certain course five years ago, but it is known that there have been floods since that time which might change its course; (vi) as to Illustration (e)—a judicial act, the regularity of which is in question, was performed under exceptional circumstances; (vii) as to Illustration (f)—the question is, whether a letter was received"
"Bharatiya Sakshya Adhiniyam, 2023.pdf",166,". It is shown to have been posted, but the usual course of the post was interrupted by disturbances; (viii) as to Illustration (g)—a man refuses to produce a document which would bear on a contract of small importance on which he is sued, but which might also injure the feelings and reputation of his family; (ix) as to Illustration (h)—a man refuses to answer a question which he is not compelled by law to answer, but the answer to it might cause loss to him in matters unconnected with the matter in relation to which it is asked; (x) as to Illustration (i)—a bond is in possession of the obligor, but the circumstances of the case are such that he may have stolen it. 120"
